"AccountId","CardId","Sheba","AccountType","BranchTelephone","BranchAddress","BranchName","OwnerName","OwnerFamilyName","OwnerId"
"2000000243","6037703000000240","IR325619573842000000243","سپرده","22804529","تهران-میدان نوبنیاد-خیابان پاسداران","میدان نوبنیاد","جهانگیر","محمد نژاد","7715138385"
"1000000238","5028062000000230","IR728816159291000000238","پس انداز","88794551","تهران-خیابان ولیعصر-تقاطع میرداماد-ساختمان مرکزی اسکان-پلاک 17","میرداماد - اسکان","حسین","داوودی","9723930320"
"6000000213","6221068000000210","IR162326706676000000213","جاری","66362188","تهران-خيابان آزادی-نبش خيابان آذربايجان-شماره 332","آزادی","خجسته","خانی","4676977891"
"6000000287","6395993000000280","IR038683689896000000287","سپرده","66518162","تهران-ستارخان-سه راه تهران ويلا-روبروی مسجد المهدی-پلاک 474","ستارخان","دارا","محمدی","8558074496"
"9000000014","5892104000000010","IR926604401429000000014","جاری","88796410","تهران-خیابان ولیعصر-نرسیده به میدان ونک-جنب پل همت","توانیر ولی عصر","دامون","خانی","4913716759"
"4000000123","5892101000000120","IR445133569884000000123","پس انداز","33125772","تهران-خیابان ری-نرسیده به سه راه امین حضور-نبش کوچه آبشار غربی","سه راه امین حضور","دریا","منوچهری","9984409454"
"4000000407","6219866000000400","IR742109644634000000407","پس انداز","66976392","تهران-خیابان جمهوری-بین خیابان ولیعصر و خیابان شیخ هادی-شماره 852","خیابان جمهوری","فریدون","حسن زاده","5046741331"
"3000000164","6219861000000160","IR779859060303000000164","جاری","22359275","تهران-بلوار فرحزادی-نبش ارغوان غربی-مجتمع تجاری اریکه ایرانیان-پلاک 1","اریکه ایرانیان","کریم","شیروانی","8645555398"
"6000000098","5041729000000090","IR498001189876000000098","پس انداز","77731481","تهران-تهرانپارس-بلوار پروین-نبش 202 شرقی-پلاک 286","تهرانپارس","کریم","صفوی","1939297049"
"3000000345","6280236000000340","IR520472913383000000345","سپرده","66869937","تهران-خیابان امام خمینی(ره)-بین خیابان قصرالدشت و کارون-پلاک 962","امام خمینی","سجاد","احمدی","8085044563"
"9000000128","6280231000000120","IR398569272539000000128","پس انداز","77886602","تهران-خیابان گلبرگ شرقی-پلاک 128","گلبرگ شرقی","سمیه","باقری","9243134298"
"4000000294","6393463000000290","IR816153369424000000294","سپرده","88673738","تهران-بزرگراه رسالت-روبروی پارکینگ بیهقی-ساختمان بنیاد","بنیاد","سودابه","خیابانی","5657257437"
"8000000227","6037695000000220","IR408608797798000000227","پس انداز","55616822","تهران-خیابان پانزده خرداد-کوچه بازار مسگرها-پلاک دو","بازار مسگرها","مهتاب","عباسپور","6093377841"
"9000000353","6221065000000350","IR513611046999000000353","جاری","44732601","تهران-شهرک راه آهن بلوار اميرکبير-بعد از تقاطع گلها-شماره 61","شهرک راه آهن","مهرداد","علی نژاد","0076995989"
"4000000391","5028066000000390","IR525526360194000000391","سپرده","88804451","تهران-میدان ولیعصر-ضلع شمال شرقی-پلاک 10","میدان ولیعصر","بهراد","باقرزاده","4415414125"
"5000000380","5028060000000380","IR383629950645000000380","پس انداز","55058645","تهران-نازی آباد-میدان بهمنیار-ابتدای خیابان خالقی پور-پلاک 2","نازی آباد","گلناز","کاظم زاده","7018682003"
"9000000197","6104334000000190","IR682549680259000000197","سپرده","88712663","تهران-خیابان ولیعصر-خیابان سید جمال الدین اسد آبادی-<br>نبش خیابان یازدهم-پلاک 77","سید جمال الدین اسد آبادی","رضا","هرمی","6587748973"
"5000000104","6395994000000100","IR524366052895000000104","پس انداز","88797141","تهران-بلوار آفریقا-تقاطع ظفر-پلاک 1/174","بلوار آفریقا","سینا","سپهر","0764319491"
"9000000341","5892101000000340","IR360527309969000000341","سپرده","88837793","تهران-خیابان استاد مطهری-ابتدای خیابان شهید مفتح","دکتر مفتح","افسون","حسن زاده","2569308990"
"6000000359","6037704000000350","IR621862750546000000359","پس انداز","88793101","تهران-بلوارمیرداماد-ساختمان مالی و اداری دانشگاه خواجه نصیرالدین طوسی","خواجه نصیرالدین طوسی","البرز","مجیدی","7584386389"
"7000000297","6104334000000290","IR654279809327000000297","جاری","88452600","تهران-تقاطع خیابان استاد مطهری و خیابان سهروردی-پلاک 277","اندیشه سهروردی","بهنام","حسن زاده","3549494754"
"1000000175","6037990000000170","IR368037398521000000175","سپرده","44310945","تهران-بلوار آیت اله کاشانی-بلوار شهر زیبا-مقابل پارک","شهید کیائی نژاد","پویا","رضاپور","9819009846"
"3000000276","6104339000000270","IR105303207973000000276","سپرده","88899577","تهران-خیابان استادنجات الهی جنوبی-نرسیده به چهارراه سمیه-نبش کوچه شیرین","نجات الهی جنوبی","تهمینه","علی نژاد","6997648104"
"2000000216","6037698000000210","IR759392165202000000216","سپرده","66567058","تهران-میدان انقلاب-خیابان آزادی-خیابان جمالزاده جنوبی-نبش کوچه بیوکی-‌ پلاک 142","جمالزاده جنوبی","اتنا","سجادی","5559771743"
"6000000103","6037692000000100","IR779783488296000000103","سپرده","66183320","تهران-بزرگراه فتح-پلاک 752","بزرگراه فتح","اتوسا","ایتی","6134183932"
"7000000020","6037998000000020","IR492092592417000000020","پس انداز","44336661","تهران-شهران-بالاتر از فلکه دوم","شهران","فرامرز","ولی پور","8791346620"
"5000000233","6104330000000230","IR508173741225000000233","سپرده","76340070","تهران-گیلاوند-بلوار آیت اله خامنه ای-پلاک 2154","گیلاوند دماوند","فرشید","فریبرزی","0260932113"
"6000000129","6219869000000120","IR066002698816000000129","جاری","26117192","تهران-نیاوران-خیابان شهید باهنر-روبروی پارک باهنر-پلاک 148","نیاوران","تهمینه","محمد نژاد","9240045457"
"1000000231","6395998000000230","IR346739679791000000231","جاری","22137276","تهران-سعادت آباد-ميدان كاج سرو شرقی-خیابان علامه شمالی-بين خیابان 16و 18","علامه شمالی","روزبه","حکیمی","0988575463"
"1000000460","6221063000000460","IR194897568891000000460","سپرده","22686205","تهران-خيابان شريعتی-بالاتر از پل رومی-شماره 1833","پل رومی","نیلوفر","باقرپور","1444234357"
"1000000426","6395997000000420","IR748526805151000000426","سپرده","88659442","تهران-بالاتر از میدان ونک-خیابان عطار-عطار-پلاک 3","میدان عطار","یگانه","عسگرپور","6279263908"
"4000000246","5892102000000240","IR438377300934000000246","جاری","88717174","تهران-خیابان سیدجمال الدین اسدآبادی-جنب پارک شفق ( خیابان نوزدهم )","یوسف آباد","سوسن","تقوی","8105914841"
"5000000274","6104338000000270","IR652266789775000000274","پس انداز","88930737","تهران-خیابان استاد نجات الهی شمالی-بعداز خیابان ورشو-نبش کوچه هشتم","استاد نجات الهی شمالی","سیمین","اشراقی","7758258977"
"9000000324","5028063000000320","IR385987872309000000324","پس انداز","77803027","تهران-میدان رسالت-خیابان هنگام-خیابان شهید محمد طاهر خانی-شهرداری منطقه 4-پلاک 1","شهید قنبری","شروین","سالاری","0188081859"
"9000000258","5028064000000250","IR948492867419000000258","سپرده","55185212","تهران-میدان بهمن-خیابان شهید علیرضا وفایی-شهرداری منطقه 16","پارک بهمن","شکوه","عبدلی","4637493851"
"7000000204","6104330000000200","IR759883732277000000204","جاری","33911965","تهران-خیابان جمهوری اسلامی-نرسیده به میدان بهارستان","میدان بهارستان","جعفر","محمد پور","9693987977"
"8000000071","6104339000000070","IR422210641138000000071","جاری","56693360","تهران-ابتدای محله نوری-روبروی مجتمع میلاد نور","اسلامشهر","جهان","فریبرزی","8313862240"
"2000000000","6104330000000000","IR812878535312000000000","پس انداز","55353522","تهران-نازی آباد-بازار دوم-خیابان مدائن-پلاک 122","نازی آباد","فیروزه","مددی","9525714732"
"6000000013","6280230000000010","IR559347146066000000013","پس انداز","22425396","تهران-خیابان ولنجک-پلاک 7","ولنجک","ژیلا","نقی زاده","2945732591"
"8000000173","6219861000000170","IR368562443878000000173","جاری","22378856","تهران-سعادت‌آباد-ميدان فرهنگ-بلوار 24 متری -نبش 4 غربی-پلاک 18","24 متری سعادت آباد","پدرام","مرتضوی","1218004998"
"3000000475","6104332000000470","IR302340522833000000475","پس انداز","77929256","تهران-نارمک-خیابان شهید دکتر آیت-نرسیده به میدان نبوت-ایستگاه بیمه-پلاک 441","نبوت","پرهام","زارع","7134234368"
"4000000250","6221065000000250","IR213175617094000000250","جاری","88242408","تهران-کوی نصر (گيشا)-نبش خيابان بيستم-شماره 105","کوی نصر","پیام","ولی پور","4964599655"
"2000000117","6037692000000110","IR552429827212000000117","جاری","33114412","تهران-خیابان امیر کبیر-پلاک 458","امیرکبیر","تهمینه","رضایی","4723974447"
"8000000249","6037707000000240","IR371832522048000000249","سپرده","33138907","تهران-خیابان شهید مصطفی خمینی. ","امام علی","اتنا","موسی زاده","6484515034"
"2000000215","5028069000000210","IR640186261672000000215","پس انداز","22394740","تهران-الهیه-چهارراه حسابی-خیابان حسن اکبری-نبش خیابان آقا بزرگی-پلاک 88","الهیه- آقا بزرگی","ماکان","کرمی","9881715631"
"5000000046","6280236000000040","IR822665346205000000046","پس انداز","22294271","تهران-سه‌راه اقدسیه-ابتدای بلوار ارتش-پلاک 13","اقدسیه","ماندانا","گلپایگانی","1844498054"
"3000000086","6393460000000080","IR564501195193000000086","پس انداز","86090650","تهران-شهرک غرب-میدان صنعت-ابتدای بلوار فرحزادی-نبش خیابان سیمای ایران-مجتمع مهستان(ارم)-طبقه همکف-واحد یک","میدان صنعت","محمد","علی نژاد","8998201183"
"6000000015","6037993000000010","IR810619997796000000015","سپرده","66412501","تهران-خیابان آیت اله طالقانی-خیابان آیت اله طالقانی-جنب بیمارستان کودکان-پلاک 444","وحدت","شهرناز","حسین زاده","3920558157"
"3000000268","6037700000000260","IR735687008223000000268","سپرده","88971536","تهران-خیابان سید جمال الدین اسدآبادی","سید جمال الدین اسدآبادی","شیدا","رحیمی","1812670405"
"6000000480","6037696000000480","IR177026455536000000480","پس انداز","77336005","تهران-خیابان دماوند-بالاتر از سه راه تهرانپارس-پلاک 204","جاده مازندران","نوشین","محمدزاده","3558699097"
"5000000083","6037708000000080","IR588367165545000000083","سپرده","22225000","تهران-بلوارمیرداماد-بین میدان مادر و مسجد الغدیر","میرداماد","نیما","عسگرپور","0479816389"
"2000000153","6221069000000150","IR564398410042000000153","سپرده","33951122","تهران-پامنار-نبش خيابان مشير خلوت-شماره 125","بلوار آفريقا","شهربانو","فتحی","1647308624"
"2000000166","6104338000000160","IR797364852752000000166","پس انداز","55050165","تهران-میدان بهمن-خیابان دشت آزادگان-روبروی فرهنگسرای بهمن-پلاک 15","فرهنگسرای بهمن","ارشام","مددی","0703084346"
"7000000230","6280237000000230","IR200303670857000000230","سپرده","55725278","تهران-خیابان ابوذر (فلاح)-پلاک 614","ابوذر فلاح","سوسن","باقری","5828760144"
"7000000154","5892108000000150","IR423864053677000000154","پس انداز","44489160","تهران-میدان پونک-بلوار میرزابابایی-نبش کوچه پاک-پلاک 1","پونک تهران","ستایش","شیروانی","0651460745"
"7000000040","6280231000000040","IR942609855727000000040","سپرده","77581817","تهران-چهارراه گلچین-پلاک 457","شهید مدنی","سجاد","حسن زاده","0284623489"
"8000000142","6037997000000140","IR677608301938000000142","پس انداز","66432799","تهران-توحید-خیابان توحید-نبش خیابان نیایش شرقی-پلاک 26","خیابان توحید","نکیسا","علیزاده","7381333597"
"9000000099","6037702000000090","IR915669828599000000099","سپرده","88539810","تهران-خیابان احمدقصیر-نبش کوچه چهاردهم","احمد قصیر","مطهره","ابریشمی","9727431994"
"2000000260","5892106000000260","IR024081666542000000260","پس انداز","88717174","تهران-خیابان سیدجمال الدین اسدآبادی-جنب پارک شفق ( خیابان نوزدهم )","یوسف آباد","مهدی","مهدی پور","7688539815"
"5000000311","6037696000000310","IR414239936825000000311","پس انداز","33157276","تهران-خیابان افسریه-خیابان پانزده متری اول-نبش کوچه هشتم-پلاک 685 ","اسلام آباد افسریه","بهراد","صادق زاده","3624678380"
"3000000159","5892108000000150","IR994342872813000000159","پس انداز","22828861","تهران-نیاوران-خیابان باهنر","خیابان باهنر تهران","بهرام","امیری","2487530003"
"6000000272","6037695000000270","IR714021775026000000272","جاری","33900062","تهران-خیابان پامنار جنوبی-پلاک 18","پامنار جنوبی","بهنوش","یوسفی","0454114960"
"6000000458","6104331000000450","IR313763016316000000458","جاری","66702070","تهران-خیابان حافظ-پائین تراز خیابان جمهوری اسلامی","بورس تهران","پگاه","پورمحمدی","3533334716"
"6000000059","6104337000000050","IR171948671636000000059","پس انداز","33128349","تهران-خیابان هفده شهریور-میدان شهداء","میدان شهداء","مانی","عزیزی","5708137031"
"9000000232","6037706000000230","IR623196053169000000232","سپرده","88289343","تهران-بزرگراه جلال آل احمد-ابتدای شهرآرا","شهرآرا","محمد حسین","داوودی","2988480825"
"1000000003","6104338000000000","IR977907109011000000003","پس انداز","88970093","تهران-بلوارکشاورز-بعد از میدان ولیعصر(عج)-بعد از چهارراه فلسطین-پلاک 112","بلوار کشاورز","محمد رضا","رضایی","3878770441"
"2000000193","6104337000000190","IR440141604512000000193","جاری","36233714","تهران-خیرآباد-چهارراه نخل","خیرآباد ورامین","شیوا","قاضی","9293833738"
"6000000478","5028065000000470","IR898738018966000000478","پس انداز","56790181","تهران-پرند-میدان استقلال-بلوار جمهوری-روبروی مسجد جامع.","پرند","فرشته","سجادی","4364737595"
"7000000224","6395998000000220","IR390112926577000000224","جاری","33821626","تهران-20 متری افسریه-15 متری دوم-نبش خیابان 38-پلاک 723","افسریه شمالی","رکسانا","صدیقی","3645370203"
"8000000293","6395991000000290","IR537191691398000000293","سپرده","26323047","تهران-بزرگراه رسالت-خیابان استاد حسن بنا.","استاد حسن بنا","زینب","علوی","2261200401"
"9000000118","6393469000000110","IR980029578019000000118","سپرده","66906656","تهران-خیابان فاطمی-تقاطع خیابان کارگر-بعد از چهارراه سین دخت-روبروی ساختمان شیلات","فاطمی","نگین","صدیقی","4344191203"
"7000000379","6395991000000370","IR610082132347000000379","سپرده","36295502","تهران-ورامین-خیابان مسجد جامع-روبروی کوچه شهید رضوانی دوست","ورامین","سوگل","محمدزاده","0558827301"
"9000000095","6219866000000090","IR375258396709000000095","پس انداز","66562615","تهران-میدان توحید-خیابان ستارخان-روبروی باقرخان-نبش کوچه ستایش-شماره 2.","ستارخان","شاهرخ","فتحی","3169617517"
"9000000033","5028069000000030","IR237327681759000000033","سپرده","51633256","تهران-خیابان کهریزک-محوطه داخلی بهشت زهرا","بهشت زهرا","محمد علی","موسوی","3248091043"
"2000000323","5892104000000320","IR854387645472000000323","پس انداز","88918566","تهران-میدان ولیعصر","میدان ولی عصر","فیروزه","علی ابادی","5716367729"
"7000000029","5028064000000020","IR624368443787000000029","سپرده","44755519","تهران-شهرک گلستان-خیابان امیرکبیر-تقاطع 45 متری کاج-پلاک 471","شهرک راه اهن","کاظم","یثربی","2749836579"
"1000000130","5892100000000130","IR991962295801000000130","سپرده","88049165","تهران-میدان ونک-خیابان ملاصدرا-بعد از چهارراه شیراز","خیابان ملاصدرا","کامبیز","تقی پور","2603070688"
"2000000362","6393464000000360","IR830121871982000000362","سپرده","33392660","تهران-خیابان فدائیان اسلام-پل سیمان-خیابان شهید محمدی-پلاک 326","فدائیان اسلام","ساسان","حکیمی","0786559959"
"3000000034","6219863000000030","IR171241737963000000034","سپرده","40446818","تهران-شهرک اکباتان-فاز یک-خیابان نفیسی-روبروی مخابرات-پلاک 59","شهرک اکباتان","ستوده","یثربی","3922458507"
"7000000357","6037998000000350","IR820859081747000000357","سپرده","33920399","تهران-خیابان 15 خرداد-اول خیابان پامنار-پلاک 36","پامنار","سعید","طباطبایی","3634186866"
"1000000289","5028068000000280","IR586824834361000000289","جاری","88306412","تهران-خیابان مطهری-ما بین خیابان سنائی و خیابان قائم مقام فراهانی-پلاک 354","مطهری-سنایی","نازنین","شیروانی","5094958732"
"2000000450","5028060000000450","IR252294848342000000450","جاری","55185212","تهران-میدان بهمن-خیابان شهید علیرضا وفایی-شهرداری منطقه 16","پارک بهمن","ناصر","نجفی","3697634884"
"2000000255","6104336000000250","IR313240390862000000255","سپرده","-55381005","تهران-خیابان ولیعصر-بالاتر از چهار‌راه معز السلطان-پلاک 527","مهدیه تهران","مروارید","ابراهیم نژاد","8561533357"
"6000000392","6037990000000390","IR413545097776000000392","پس انداز","88902449","تهران-طالقانی-خیابان آیت اله طالقانی-بین حافظ و نجات الهی-پلاک 142","خیابان ایت اله طالقانی","بامداد","باقراذری","9139430829"
"5000000096","6393467000000090","IR842042284495000000096","سپرده","88101972","تهران-خیابان اسد آبادی-بین خیابان های 12و 14","سید جمال الدین اسد آبادی","بهداد","احمدی","7117367588"
"3000000489","6221068000000480","IR597414686303000000489","پس انداز","44526369","تهران-تهرانسر-بلوار اصلی-شماره 278.","تهرانسر","بهداد","علی نژاد","4791803795"
"3000000039","6221067000000030","IR869758456293000000039","سپرده","66309007","تهران-چهار راه يافت آباد-بازار مبل ايران","بازار مبل ايران","مهران","احمدی","1516323033"
"8000000266","6037992000000260","IR881022620278000000266","جاری","33124542","تهران-میدان خراسان-ابتدای خیابان خراسان.","سلمان","علیرضا","بیهقی","3668763988"
"1000000302","6219866000000300","IR146664285011000000302","سپرده","66491075","تهران-خیابان ولیعصر-میدان منیریه-خیابان معیری-نبش بن بست ناظمی-پلاک 53","منیریه","بهرام","محمدی","6847211213"
"1000000152","6037691000000150","IR385487791891000000152","سپرده","77904160","تهران-میدان نارمک-خیابان شهید آیت-نبش خیابان جویبار غربی-پلاک 332","جویبار نارمک","اشکان","سالاری","9297810540"
"3000000284","5041724000000280","IR855914779823000000284","جاری","66073667","تهران-فرودگاه مهر آباد-ترمینال 2-جنب پارکینگ طبقاتی","فرودگاه مهرآباد","اشکان","موسوی","2725581031"
"4000000244","5028068000000240","IR396180030204000000244","سپرده","66294748","تهران-بزرگراه آیت اله سعیدی-بعد از چهارراه یافت آباد-شهرداری منطقه 18-پلاک 189","ایت اله سعیدی","الوند","گلپایگانی","6490820432"
"5000000161","6104335000000160","IR694982727475000000161","جاری","76340070","تهران-گیلاوند-بلوار آیت اله خامنه ای-پلاک 2154","گیلاوند دماوند","اناهیتا","موسوی","0199307805"
"9000000263","6221065000000260","IR773939310079000000263","پس انداز","77733007","تهران-تهرانپارس-بين فلکه دوم و سوم تهرانپارس-نبش خيابان شهيد طاهری-شماره 258.","بانک پارسیا فلکه سوم تهرانپارس","بیتا","ملکیان","6857685824"
"2000000446","6393463000000440","IR435663712662000000446","جاری","55335229","تهران-خیابان شهید رجایی-خیابان مدائن-نبش مجتمع تجاری مدائن","نازی آباد","ترانه","مهدوی","9189642885"
"5000000326","5041721000000320","IR874275529445000000326","پس انداز","66073667","تهران-فرودگاه مهر آباد-ترمینال 2-جنب پارکینگ طبقاتی","فرودگاه مهرآباد","اذین","عزیزی","1611918224"
"2000000235","6037999000000230","IR682626888752000000235","پس انداز","55349472","تهران-نازی آباد-تقاطع خیابان کارگر سامانی و برادران احدی-","چهارراه نیاکان","ارژنگ","احمدی","1308489139"
"2000000054","6037995000000050","IR426481832052000000054","پس انداز","66509071","تهران-ستارخان-خیابان ستارخان-روبروی خیابان باقرخان","خیابان ستارخان","لاله","اشتیانی","6119292928"
"8000000399","6393463000000390","IR480602510418000000399","سپرده","22034227","تهران-بلوار آفریقا-روبروی گلشهر-نبش خیابان مریم","بلوار آفریقا","شیرین","سالاری","8894406384"
"3000000384","6104331000000380","IR443139858103000000384","جاری","22504938","تهران-بزرگراه رسالت-مجیدیه جنوبی-ایستگاه علمداری-پلاک 480","مجیدیه","فرزاد","محمدپور","0368260058"
"7000000413","6104335000000410","IR810815378237000000413","پس انداز","77693235","تهران-خیابان دماوند-خیابان تهران نو-ایستگاه پل-<br>نبش خیابان مسیل باختر-پلاک 739","پل تهران نو","فرشاد","برزگری","5048994299"
"9000000183","5892103000000180","IR120316871729000000183","سپرده","33111966","تهران-خیابان امیرکبیر-چهارراه سرچشمه-پاساژ امیرکبیر","سرچشمه","روشنک","مددی","8903533633"
"2000000223","6037709000000220","IR822782419112000000223","جاری","88377915","تهران-شهرک غرب-بلوار شهید دادمان-نبش خیابان جهاد","دادمان","ریحانه","محمد پور","2539934366"
"4000000428","6221061000000420","IR553503429604000000428","جاری","77431641","تهران-خيابان پيروزی-خيابان پنجم نيروی هوایی-فلکه دوم نيروی هوایی-شماره 23","فـلکه دوم نيروی هوايی","زهرا","مرتضوی","9234373054"
"7000000026","6037692000000020","IR190863151097000000026","جاری","66022667","تهران-خیابان بیست و یک متری جی-پلاک 67","بیست و یک متری جی","هستی","فیضی","6438512329"
"1000000212","5028066000000210","IR987989515661000000212","سپرده","77001298","تهران-حکیمیه-بلوار بهار-پلاک 143","حکیمیه","ارمین","تقی پور","2461697595"
"5000000074","5028068000000070","IR652961416545000000074","جاری","88981238","تهران-میدان ولیعصر-بلوار کشاورز-بعد از خیابان فلسطین-ساختمان فرهنگی هنری شهرداری-نبش کوچه دائمی-پلاک 1","بلوار کشاورز","ارمینه","جعفرزاده","4053065598"
"7000000007","6037702000000000","IR392263051307000000007","جاری","88232324","تهران-بزرگراه جلال آل احمد-نبش خیابان پاتریس لومومبا","مرکزی تهران","ازاد","مهدوی","0218772437"
"8000000156","5041725000000150","IR785487019638000000156","سپرده","66073667","تهران-فرودگاه مهر آباد-ترمینال 2-جنب پارکینگ طبقاتی","فرودگاه مهرآباد","داریوش","فیضی","0116355283"
"6000000369","6037999000000360","IR591511647296000000369","جاری","22227540","تهران-شریعتی-روبروی حسینیه ارشاد","حسینیه ارشاد","سالار","انصاری فرد","0710058079"
"5000000481","6037697000000480","IR078215406015000000481","پس انداز","22551135","تهران-خیابان پاسداران-خیابان شهید کلاهدوز-خیابان اختیاریه جنوبی-پلاک 242","اختیاریه جنوبی","نقی","تقی پور","6734992848"
"9000000058","5028060000000050","IR578424287429000000058","جاری","55083616","تهران-میدان شوش-خیابان شهید صابونیان-پلاک 75","شهید صابونیان","مهدی","باقرزاده","7211439995"
"5000000115","6280230000000110","IR562751862015000000115","پس انداز","88381760","تهران-خیابان طالقانی-روبروی لانه جاسوسی","طالقانی","شاهین","عباسپور","0376721181"
"5000000465","6280230000000460","IR571211318355000000465","جاری","44952376","تهران-بلوار فردوس-نبش خیابان ابراهیمی-پلاک 418","بلوار فردوس","فرشید","فریبرززاده","9174137773"
"5000000334","6037706000000330","IR045540540195000000334","پس انداز","22866492","تهران-خیابان شریعتی-سید خندان. ","سید خندان","پیرزاد","کاظمی","2779676956"
"4000000229","6219867000000220","IR367156843784000000229","جاری","88906178","تهران-خیابان ولیعصر-بالاتر از میدان ولیعصر-نرسیده به کوچه ناصر-پلاک 1777","ولیعصر","البرز","باقرپور","6802929767"
"1000000424","6280236000000420","IR369780801391000000424","سپرده","88240474","تهران-میدان اصلی شهرآرا-خیابان آرش مهر-ضلع غربی پارک شهرآرا","شهرآرای","اهو","علیزاده","8193855790"
"9000000431","5892107000000430","IR454221952789000000431","پس انداز","88918566","تهران-میدان ولیعصر","میدان ولی عصر","بهنوش","خانی","6226325799"
"7000000134","5041726000000130","IR638480693267000000134","پس انداز","88192246","تهران-خیابان ولیعصر(عج)-تقاطع میر داماد-مجتمع تجاری اسکان-واحد 12","اسکان","اذین","گلپایگانی","6151411449"
"9000000108","5028069000000100","IR380995961619000000108","جاری","66135239","تهران-خیابان آیت اله سعیدی-خیابان یافت آباد شرقی-پلاک 124","بازار مبل یافت آباد","گودرز","سعیدی","4909507410"
"8000000281","6395999000000280","IR268661170198000000281","سپرده","88755073","تهران-خیابان سهروردی شمالی-خیابان شهید قندی غربی-نبش کوچه 26-پلاک 47","شهید قندی","گودرز","شکاری","2805046487"
"3000000122","6395994000000120","IR009163914023000000122","سپرده","88053286","تهران-بزرگراه سئول-تقاطع شهيد ياسمی","سئول","طاهره","رضاپور","6176166887"
"1000000254","6219863000000250","IR935350240261000000254","پس انداز","55575739","تهران-بازار-خیابان 15 خرداد غربی-بین چهارراه گلوبندک و ابوسعید-پلاک 681","بازار","فاطمه","کاظم زاده","4020661203"
"9000000498","6104338000000490","IR552672855539000000498","سپرده","33851121","تهران-شهرک خاور شهر-خیابان موحد دانش-پلاک 51","خاورشهر","رامتین","سجادی","4169771900"
"5000000355","6221066000000350","IR107387609665000000355","سپرده","55482728","تهران-خيابان وليعصر-بالاتر از پل امير بهادر-شماره 622.","اميريه","ژاله","مددی","4657221489"
"2000000457","5028060000000450","IR587316945012000000457","جاری","44009232","تهران-خیابان آیت اله کاشانی-شهرداری منطقه 5-پلاک 163","ایت اله کاشانی","نوید","مجیدی","3954516994"
"4000000145","6037694000000140","IR327372913204000000145","پس انداز","44458070","تهران-بلوار آیت اله کاشانی-خیابان جنت آبادجنوبی-بین لاله و میدان چهار باغ-پلاک 109","جنت آباد","یاسمین","کرمی","2435255894"
"8000000201","6280236000000200","IR838089547478000000201","پس انداز","66628710","تهران-بلوار یافت آباد-پلاک 83","یافت آباد","سوسن","سجادی","4677384483"
"7000000414","6393466000000410","IR839447910457000000414","پس انداز","66906656","تهران-خیابان فاطمی-تقاطع خیابان کارگر-بعد از چهارراه سین دخت-روبروی ساختمان شیلات","فاطمی","سوسن","عسگری","4730955145"
"4000000035","6221065000000030","IR278961978144000000035","پس انداز","22321600","تهران-استاد حسن بنا-پايين تر از ميدان ملت-بعد از سه راه پياله-شماره 784.","شمس آباد","جواد","مهدی زاده","0206893056"
"1000000132","6219867000000130","IR887108571941000000132","سپرده","22732139","تهران-میدان تجریش-خیابان شهرداری-پلاک 81","میدان تجریش","دامون","اصفهانی","6354571717"
"7000000125","5028062000000120","IR605503261837000000125","سپرده","66816212","تهران-بزرگراه فتح-بعد از میدان شیرپاستوریزه-پلاک 242","سه راه فتح","فریبا","جعفرزاده","6215940267"
"5000000005","5028069000000000","IR462490346855000000005","پس انداز","26142240","تهران-بزرگراه رسالت-بعد از خیابان کرمان-پلاک 818","رسالت - کرمان","فیروزه","نجفی","9343315193"
"7000000168","5892102000000160","IR073211411827000000168","جاری","44208461","تهران-خیابان ستارخان-فلکه اول صادقیه","فلکه صادقیه","کتایون","محمدی","4491712952"
"4000000180","6037707000000180","IR483204840764000000180","پس انداز","22808377","تهران-خیابان شهید باهنر-ایستگاه خوزستان","نیاوران","کیوان","محمد پور","3706981563"
"5000000273","5028066000000270","IR584582982845000000273","جاری","22896808","تهران-ابتدای خیابان پاسداران-میدان فرخی یزدی-نبش کوچه دوم-پلاک 19","فرخی یزدی","سامان","حکمت","9047729103"
"9000000452","6393461000000450","IR518077080789000000452","جاری","88556201","تهران-خیابان شهید بهشتی-بین قائم مقام و خیابان خالد اسلامبولی-پلاک 289","شهید بهشتی","مهیار","محمد پور","1088222978"
"1000000080","6037993000000080","IR576621409981000000080","سپرده","66900027","تهران-رودکی-خیابان آزادی-چهارراه سلسبیل شمالی-روبروی راهنمایی و رانندگی","خیابان سلسبیل شمالی","نسرین","باقرپور","1073413745"
"3000000377","6037998000000370","IR958347440033000000377","سپرده","88933569","تهران-میدان ولیعصر-بالاتر از سینما آفریقا-نرسیده به زرتشت-پلاک 702","فرخی","محمود","مهاجرانی","0046340144"
"1000000495","6037692000000490","IR576330623861000000495","سپرده","33157276","تهران-خیابان افسریه-خیابان پانزده متری اول-نبش کوچه هشتم-پلاک 685 ","اسلام آباد افسریه","مرضیه","محمدزاده","1092129246"
"2000000409","6104339000000400","IR633846296592000000409","سپرده","66057406","تهران-خیابان آزادی-مقابل دانشگاه صنعتی شریف-نبش کوچه حیدرتاش-پلاک 240","آزادی","مریم","داوودی","5178182035"
"2000000149","5028066000000140","IR873877541882000000149","پس انداز","88559069","تهران-خیابان ولیعصر-نرسیده به پارک ساعی-پلاک 2196","ولیعصر - پارک ساعی","منوچهر","حسن زاده","9174206247"
